centre_lat,centre_lon,sounding_count,ch4_deseasonalised_ppb,mean_day_of_year,day_of_year_sd,poorly_identified
31.0750,115.9250,0,,,,
31.0750,116.1750,0,,,,
31.0750,116.4250,0,,,,
31.0750,116.6750,0,,,,
31.0750,116.9250,86,1893.6722,292.211,57.259,0
31.0750,117.1750,220,1894.0827,273.314,69.530,0
31.0750,117.4250,179,1894.7500,284.828,65.979,0
31.0750,117.6750,152,1892.2361,282.136,56.419,0
31.0750,117.9250,96,1896.8446,288.622,51.086,0
31.0750,118.1750,197,1894.4843,279.276,66.667,0
31.0750,118.4250,258,1896.3150,274.377,70.549,0
31.0750,118.6750,190,1896.1176,276.634,68.421,0
31.0750,118.9250,44,1895.6267,262.742,61.668,0
31.0750,119.1750,156,1893.4641,274.909,78.567,0
31.0750,119.4250,181,1894.8554,273.257,80.176,0
31.0750,119.6750,40,1905.3521,268.919,72.474,0
31.0750,119.9250,39,1900.0273,264.527,73.735,0
31.0750,120.1750,5,1901.7151,255.370,51.439,0
31.0750,120.4250,0,,,,
31.0750,120.6750,24,1900.7593,262.501,49.079,0
31.0750,120.9250,25,1898.9331,275.482,59.376,0
31.0750,121.1750,90,1899.9317,270.065,68.433,0
31.0750,121.4250,46,1903.1873,272.753,62.178,0
31.0750,121.6750,62,1901.8491,278.474,63.508,0
31.0750,121.9250,3,1900.8788,232.833,77.565,0
31.0750,122.1750,11,1875.1587,140.532,16.960,0
31.0750,122.4250,12,1861.4956,153.001,39.874,0
30.8250,114.9250,176,1888.5156,296.927,47.567,0
30.8250,115.1750,100,1890.6454,288.591,56.473,0
30.8250,115.4250,45,1889.2011,302.249,42.711,0
30.8250,115.6750,35,1889.4486,298.494,43.326,0
30.8250,115.9250,0,,,,
30.8250,116.1750,0,,,,
30.8250,116.4250,2,1883.9981,315.179,10.995,1
30.8250,116.6750,119,1891.2530,284.488,57.278,0
30.8250,116.9250,145,1893.1361,289.233,49.850,0
30.8250,117.1750,26,1895.2582,271.365,61.665,0
30.8250,117.4250,42,1895.7700,285.893,66.249,0
30.8250,117.6750,65,1893.8679,287.972,30.087,0
30.8250,117.9250,118,1894.1669,294.791,46.024,0
30.8250,118.1750,169,1893.3643,291.671,51.816,0
30.8250,118.4250,189,1896.9879,281.772,55.154,0
30.8250,118.6750,151,1895.5769,290.531,52.736,0
30.8250,118.9250,150,1891.0046,293.480,62.782,0
30.8250,119.1750,135,1891.8708,295.171,62.616,0
30.8250,119.4250,90,1896.5231,289.303,68.512,0
30.8250,119.6750,153,1896.6193,279.535,69.775,0
30.8250,119.9250,100,1899.0547,269.649,68.994,0
30.8250,120.1750,92,1898.5350,277.788,56.551,0
30.8250,120.4250,103,1901.3301,289.711,61.665,0
30.8250,120.6750,110,1898.3556,284.183,59.357,0
30.8250,120.9250,111,1901.1210,283.371,56.336,0
30.8250,121.1750,117,1895.2858,270.431,55.577,0
30.8250,121.4250,34,1898.6373,279.957,59.033,0
30.8250,121.6750,10,1892.7459,259.267,61.176,0
30.8250,121.9250,0,,,,
30.8250,122.1750,4,1877.4595,135.169,0.000,1
30.8250,122.4250,6,1871.1015,154.834,27.811,0
30.5750,114.9250,89,1892.8487,293.384,42.740,0
30.5750,115.1750,196,1889.7205,293.017,51.876,0
30.5750,115.4250,147,1888.3287,294.229,49.542,0
30.5750,115.6750,32,1882.9088,282.023,41.272,0
30.5750,115.9250,4,1878.4708,238.425,81.243,0
30.5750,116.1750,8,1866.8981,308.184,51.931,0
30.5750,116.4250,124,1892.9884,293.130,43.903,0
30.5750,116.6750,262,1890.3136,290.873,48.279,0
30.5750,116.9250,131,1893.1331,299.596,39.879,0
30.5750,117.1750,9,1892.0680,308.507,38.726,0
30.5750,117.4250,77,1902.0028,279.761,39.868,0
30.5750,117.6750,49,1901.9030,285.132,37.054,0
30.5750,117.9250,52,1894.0671,298.058,34.523,0
30.5750,118.1750,31,1889.3345,291.400,59.746,0
30.5750,118.4250,38,1894.4427,297.411,55.762,0
30.5750,118.6750,7,1886.1982,316.176,21.731,0
30.5750,118.9250,97,1890.1268,300.222,57.828,0
30.5750,119.1750,61,1886.0794,302.763,60.620,0
30.5750,119.4250,39,1888.7121,291.017,68.797,0
30.5750,119.6750,57,1890.1231,302.891,64.045,0
30.5750,119.9250,57,1897.8081,284.834,70.034,0
30.5750,120.1750,107,1897.2172,265.571,70.140,0
30.5750,120.4250,119,1901.4059,289.459,61.294,0
30.5750,120.6750,102,1904.6163,301.941,35.965,0
30.5750,120.9250,60,1898.3886,289.963,50.282,0
30.5750,121.1750,2,1909.6026,300.660,26.500,0
30.5750,121.4250,10,1875.0242,172.970,32.696,0
30.5750,121.6750,5,1915.8874,215.562,50.311,0
30.5750,121.9250,3,1898.7956,171.163,12.726,1
30.5750,122.1750,1,1927.9466,247.166,0.000,1
30.5750,122.4250,1,1871.8489,135.169,0.000,1
30.3250,114.9250,38,1893.8666,280.998,33.768,0
30.3250,115.1750,77,1888.8449,283.104,44.899,0
30.3250,115.4250,172,1890.7861,298.315,39.383,0
30.3250,115.6750,67,1887.2691,305.924,35.227,0
30.3250,115.9250,18,1890.6193,300.402,34.640,0
30.3250,116.1750,136,1892.1067,292.214,45.333,0
30.3250,116.4250,162,1892.4423,286.383,47.039,0
30.3250,116.6750,65,1892.3421,279.611,48.755,0
30.3250,116.9250,42,1897.9621,280.512,41.817,0
30.3250,117.1750,78,1897.4668,285.227,51.046,0
30.3250,117.4250,14,1897.1899,273.535,65.050,0
30.3250,117.6750,5,1883.5098,298.166,37.121,0
30.3250,117.9250,2,1867.5094,309.188,4.017,1
30.3250,118.1750,12,1880.7884,318.427,27.872,0
30.3250,118.4250,9,1887.9087,300.840,60.225,0
30.3250,118.6750,9,1878.1574,317.505,21.820,0
30.3250,118.9250,7,1882.3350,283.030,67.158,0
30.3250,119.1750,9,1879.4942,300.730,63.380,0
30.3250,119.4250,33,1888.1893,285.259,71.835,0
30.3250,119.6750,48,1896.3973,292.004,65.394,0
30.3250,119.9250,108,1896.1210,295.900,51.193,0
30.3250,120.1750,60,1908.9693,305.049,39.986,0
30.3250,120.4250,17,1906.6557,306.461,26.870,0
30.3250,120.6750,2,1910.2216,287.163,13.990,1
30.3250,120.9250,2,1885.7452,313.135,0.000,1
30.3250,121.1750,15,1898.8598,313.624,22.174,0
30.3250,121.4250,6,1897.7993,280.832,41.026,0
30.3250,121.6750,4,1905.2604,180.667,18.502,0
30.3250,121.9250,3,1863.3178,198.840,15.084,0
30.3250,122.1750,3,1891.1901,245.169,45.743,0
30.3250,122.4250,0,,,,
30.0750,114.9250,74,1895.8562,293.814,42.199,0
30.0750,115.1750,3,1890.6994,253.510,14.395,1
30.0750,115.4250,77,1892.3834,293.129,38.119,0
30.0750,115.6750,67,1891.2462,291.004,38.462,0
30.0750,115.9250,80,1895.5098,277.704,48.456,0
30.0750,116.1750,63,1892.7366,290.686,45.360,0
30.0750,116.4250,5,1916.6541,267.774,34.316,0
30.0750,116.6750,29,1900.8658,290.699,36.611,0
30.0750,116.9250,40,1894.9568,292.777,47.470,0
30.0750,117.1750,16,1888.8421,295.053,50.468,0
30.0750,117.4250,1,1868.3714,284.168,0.000,1
30.0750,117.6750,3,1880.6364,334.515,21.544,0
30.0750,117.9250,11,1894.3708,291.536,61.765,0
30.0750,118.1750,0,,,,
30.0750,118.4250,24,1888.9537,294.132,56.201,0
30.0750,118.6750,9,1886.8802,282.727,60.494,0
30.0750,118.9250,0,,,,
30.0750,119.1750,18,1891.1883,287.116,72.156,0
30.0750,119.4250,17,1891.9875,294.935,51.134,0
30.0750,119.6750,34,1895.4021,288.960,55.309,0
30.0750,119.9250,26,1905.6303,295.819,35.310,0
30.0750,120.1750,34,1900.4108,285.609,43.539,0
30.0750,120.4250,80,1904.2606,303.803,34.427,0
30.0750,120.6750,76,1904.2932,292.690,34.738,0
30.0750,120.9250,66,1901.5451,290.345,38.994,0
30.0750,121.1750,67,1900.9678,307.459,24.720,0
30.0750,121.4250,49,1899.2209,289.979,45.502,0
30.0750,121.6750,3,1912.1041,263.165,57.581,0
30.0750,121.9250,0,,,,
30.0750,122.1750,0,,,,
30.0750,122.4250,1,1878.3503,135.169,0.000,1
29.8250,114.9250,20,1889.3668,294.085,29.703,0
29.8250,115.1750,60,1890.3553,286.817,42.578,0
29.8250,115.4250,10,1890.2380,290.878,32.937,0
29.8250,115.6750,7,1894.6021,314.183,26.451,0
29.8250,115.9250,37,1892.2421,277.318,41.488,0
29.8250,116.1750,0,,,,
29.8250,116.4250,51,1889.1116,286.002,54.934,0
29.8250,116.6750,95,1892.6695,297.283,48.893,0
29.8250,116.9250,70,1888.5702,302.706,47.692,0
29.8250,117.1750,94,1889.7289,294.144,53.849,0
29.8250,117.4250,118,1888.5931,290.743,55.206,0
29.8250,117.6750,79,1892.5555,297.275,52.527,0
29.8250,117.9250,106,1888.3852,285.985,65.353,0
29.8250,118.1750,97,1891.3008,284.030,57.782,0
29.8250,118.4250,121,1890.7409,288.476,57.537,0
29.8250,118.6750,12,1889.4405,308.419,21.602,0
29.8250,118.9250,0,,,,
29.8250,119.1750,2,1888.2485,276.169,2.995,1
29.8250,119.4250,0,,,,
29.8250,119.6750,11,1894.3785,305.344,24.511,0
29.8250,119.9250,0,,,,
29.8250,120.1750,55,1904.6842,295.346,37.468,0
29.8250,120.4250,71,1905.2562,292.419,40.156,0
29.8250,120.6750,11,1905.1251,294.887,23.230,0
29.8250,120.9250,49,1900.4655,294.960,42.213,0
29.8250,121.1750,2,1935.3455,275.147,26.994,0
29.8250,121.4250,76,1897.5068,301.109,42.331,0
29.8250,121.6750,26,1904.1747,297.435,33.705,0
29.8250,121.9250,0,,,,
29.8250,122.1750,0,,,,
29.8250,122.4250,1,1870.0207,215.168,0.000,1
29.5750,114.9250,21,1889.5726,301.560,27.883,0
29.5750,115.1750,7,1886.8974,269.749,73.361,0
29.5750,115.4250,3,1896.2899,327.513,20.517,0
29.5750,115.6750,84,1899.1546,306.584,33.875,0
29.5750,115.9250,31,1891.3848,308.600,34.757,0
29.5750,116.1750,10,1888.7813,312.283,38.556,0
29.5750,116.4250,134,1891.4169,307.076,36.222,0
29.5750,116.6750,203,1892.1749,302.868,42.217,0
29.5750,116.9250,121,1891.8785,293.831,53.719,0
29.5750,117.1750,108,1885.4764,293.697,53.051,0
29.5750,117.4250,65,1889.1372,298.131,50.236,0
29.5750,117.6750,0,,,,
29.5750,117.9250,0,,,,
29.5750,118.1750,54,1891.0376,287.970,56.205,0
29.5750,118.4250,13,1885.1431,298.638,58.283,0
29.5750,118.6750,10,1891.2593,284.570,35.857,0
29.5750,118.9250,0,,,,
29.5750,119.1750,0,,,,
29.5750,119.4250,11,1897.4225,292.081,51.789,0
29.5750,119.6750,3,1903.9305,319.173,32.964,0
29.5750,119.9250,23,1898.0771,303.431,38.046,0
29.5750,120.1750,61,1899.5520,299.905,43.158,0
29.5750,120.4250,26,1902.8558,308.438,35.934,0
29.5750,120.6750,37,1903.1206,299.759,40.135,0
29.5750,120.9250,61,1902.2532,300.330,44.347,0
29.5750,121.1750,0,,,,
29.5750,121.4250,12,1902.2760,294.246,56.431,0
29.5750,121.6750,1,1866.0611,313.135,0.000,1
29.5750,121.9250,0,,,,
29.5750,122.1750,1,1848.1775,189.160,0.000,1
29.5750,122.4250,32,1854.8101,185.638,37.330,0
29.3250,114.9250,37,1883.6777,307.482,31.376,0
29.3250,115.1750,13,1890.6846,306.185,23.204,0
29.3250,115.4250,41,1890.2450,303.763,29.376,0
29.3250,115.6750,165,1897.4242,307.574,31.176,0
29.3250,115.9250,36,1893.2211,301.596,25.420,0
29.3250,116.1750,3,1858.5402,331.179,37.480,0
29.3250,116.4250,81,1895.8786,306.710,37.587,0
29.3250,116.6750,68,1891.1007,302.241,35.567,0
29.3250,116.9250,171,1889.5706,297.014,48.052,0
29.3250,117.1750,179,1891.2056,296.233,49.317,0
29.3250,117.4250,109,1886.5579,296.132,48.179,0
29.3250,117.6750,165,1887.2427,288.308,58.501,0
29.3250,117.9250,107,1886.4834,294.903,57.889,0
29.3250,118.1750,0,,,,
29.3250,118.4250,1,1889.0321,352.182,0.000,1
29.3250,118.6750,18,1880.8439,302.618,40.466,0
29.3250,118.9250,0,,,,
29.3250,119.1750,20,1888.9877,278.321,60.580,0
29.3250,119.4250,79,1888.4272,274.034,68.842,0
29.3250,119.6750,19,1889.6298,279.798,60.398,0
29.3250,119.9250,59,1899.3316,320.577,32.189,0
29.3250,120.1750,44,1899.2666,315.508,29.650,0
29.3250,120.4250,15,1902.1164,303.503,54.307,0
29.3250,120.6750,6,1904.1685,302.164,30.746,0
29.3250,120.9250,9,1889.4493,286.948,49.660,0
29.3250,121.1750,0,,,,
29.3250,121.4250,7,1906.0326,305.594,29.670,0
29.3250,121.6750,2,1884.6653,313.135,0.000,1
29.3250,121.9250,0,,,,
29.3250,122.1750,10,1869.4099,204.271,26.068,0
29.3250,122.4250,28,1859.2085,201.348,24.692,0
29.0750,114.9250,21,1884.5273,304.278,28.805,0
29.0750,115.1750,0,,,,
29.0750,115.4250,4,1884.9137,309.682,26.299,0
29.0750,115.6750,129,1895.5371,307.187,30.812,0
29.0750,115.9250,61,1900.0368,281.988,44.131,0
29.0750,116.1750,15,1909.9507,254.853,44.963,0
29.0750,116.4250,0,,,,
29.0750,116.6750,10,1894.7642,269.776,50.405,0
29.0750,116.9250,181,1892.9746,294.333,53.720,0
29.0750,117.1750,175,1892.6652,290.667,57.094,0
29.0750,117.4250,173,1890.0702,286.744,62.278,0
29.0750,117.6750,106,1887.7234,291.845,63.254,0
29.0750,117.9250,79,1885.7405,285.355,65.449,0
29.0750,118.1750,7,1891.3121,316.599,28.422,0
29.0750,118.4250,40,1886.9102,295.822,59.337,0
29.0750,118.6750,50,1889.2472,292.673,59.628,0
29.0750,118.9250,108,1893.2091,284.173,53.062,0
29.0750,119.1750,178,1889.3712,280.618,61.642,0
29.0750,119.4250,138,1888.9353,275.625,67.609,0
29.0750,119.6750,75,1892.8633,300.333,49.153,0
29.0750,119.9250,30,1898.7419,307.466,42.183,0
29.0750,120.1750,42,1897.1698,317.979,38.453,0
29.0750,120.4250,14,1900.5920,315.310,28.912,0
29.0750,120.6750,3,1912.9148,291.498,12.964,1
29.0750,120.9250,10,1898.0557,316.864,28.636,0
29.0750,121.1750,0,,,,
29.0750,121.4250,1,1865.0174,313.135,0.000,1
29.0750,121.6750,2,1848.7705,313.135,0.000,1
29.0750,121.9250,0,,,,
29.0750,122.1750,24,1874.0250,212.795,13.214,1
29.0750,122.4250,22,1875.8598,204.714,32.184,0
28.8250,114.9250,0,,,,
28.8250,115.1750,20,1890.9812,299.578,24.183,0
28.8250,115.4250,168,1896.7783,300.866,35.092,0
28.8250,115.6750,99,1898.1776,306.127,31.311,0
28.8250,115.9250,65,1903.8782,284.409,41.161,0
28.8250,116.1750,45,1898.3292,270.050,46.251,0
28.8250,116.4250,8,1897.5776,302.933,25.423,0
28.8250,116.6750,103,1897.1920,294.266,43.426,0
28.8250,116.9250,189,1895.2898,293.352,49.020,0
28.8250,117.1750,148,1891.8103,290.064,53.426,0
28.8250,117.4250,145,1889.6166,290.552,56.925,0
28.8250,117.6750,43,1886.8414,288.854,60.842,0
28.8250,117.9250,0,,,,
28.8250,118.1750,15,1891.7553,291.709,53.329,0
28.8250,118.4250,140,1889.4817,290.319,61.525,0
28.8250,118.6750,92,1890.2706,286.403,59.153,0
28.8250,118.9250,63,1898.5514,277.743,57.740,0
28.8250,119.1750,6,1894.3862,265.009,58.803,0
28.8250,119.4250,0,,,,
28.8250,119.6750,21,1893.0946,287.742,62.281,0
28.8250,119.9250,46,1897.3862,308.821,45.976,0
28.8250,120.1750,39,1889.9740,319.325,30.476,0
28.8250,120.4250,1,1885.7231,334.138,0.000,1
28.8250,120.6750,3,1890.9502,281.161,2.164,1
28.8250,120.9250,14,1893.6712,252.950,68.512,0
28.8250,121.1750,11,1900.9186,289.165,54.124,0
28.8250,121.4250,2,1917.6516,293.648,19.488,0
28.8250,121.6750,1,1890.4441,313.135,0.000,1
28.8250,121.9250,6,1873.5718,229.170,20.120,0
28.8250,122.1750,15,1867.4078,215.436,27.713,0
28.8250,122.4250,29,1872.2847,172.754,32.164,0
28.5750,114.9250,62,1886.4567,307.779,23.468,0
28.5750,115.1750,94,1892.7273,300.310,33.948,0
28.5750,115.4250,188,1895.9062,298.195,33.709,0
28.5750,115.6750,108,1896.6510,303.009,32.929,0
28.5750,115.9250,23,1896.4127,306.133,30.694,0
28.5750,116.1750,4,1908.1789,301.436,31.484,0
28.5750,116.4250,9,1904.5426,299.071,33.805,0
28.5750,116.6750,97,1897.1232,292.233,36.731,0
28.5750,116.9250,149,1893.4357,297.873,41.838,0
28.5750,117.1750,81,1892.8054,298.909,55.520,0
28.5750,117.4250,94,1890.7366,287.114,63.072,0
28.5750,117.6750,49,1887.2728,293.809,58.801,0
28.5750,117.9250,87,1893.3202,291.191,56.966,0
28.5750,118.1750,182,1893.3218,285.347,58.808,0
28.5750,118.4250,197,1890.4785,284.688,56.849,0
28.5750,118.6750,39,1887.5629,305.867,36.991,0
28.5750,118.9250,0,,,,
28.5750,119.1750,0,,,,
28.5750,119.4250,2,1888.4520,339.671,12.511,1
28.5750,119.6750,2,1908.2259,302.176,2.009,1
28.5750,119.9250,3,1889.4837,322.180,13.141,1
28.5750,120.1750,12,1898.1413,316.918,29.778,0
28.5750,120.4250,0,,,,
28.5750,120.6750,0,,,,
28.5750,120.9250,0,,,,
28.5750,121.1750,18,1912.4477,300.837,25.169,0
28.5750,121.4250,29,1899.3309,304.476,25.933,0
28.5750,121.6750,0,,,,
28.5750,121.9250,3,1882.5754,238.168,25.450,0
28.5750,122.1750,14,1869.9015,165.527,40.730,0
28.5750,122.4250,18,1877.2353,152.335,31.473,0
28.3250,114.9250,146,1896.1728,299.856,41.298,0
28.3250,115.1750,172,1896.3840,295.235,44.808,0
28.3250,115.4250,132,1901.0128,302.233,33.672,0
28.3250,115.6750,80,1902.2120,290.268,37.363,0
28.3250,115.9250,112,1898.8811,284.805,42.157,0
28.3250,116.1750,82,1900.7955,298.647,39.154,0
28.3250,116.4250,132,1898.4075,301.767,35.587,0
28.3250,116.6750,154,1896.2164,296.527,46.155,0
28.3250,116.9250,163,1893.7494,301.708,45.132,0
28.3250,117.1750,128,1892.5818,309.786,38.723,0
28.3250,117.4250,126,1892.0726,286.074,61.325,0
28.3250,117.6750,125,1893.9671,297.993,44.166,0
28.3250,117.9250,58,1894.6765,284.764,65.818,0
28.3250,118.1750,126,1895.6080,284.955,61.332,0
28.3250,118.4250,13,1897.9467,286.092,51.599,0
28.3250,118.6750,0,,,,
28.3250,118.9250,0,,,,
28.3250,119.1750,0,,,,
28.3250,119.4250,2,1894.3261,326.668,25.514,0
28.3250,119.6750,9,1891.3011,313.402,24.074,0
28.3250,119.9250,14,1885.9469,307.960,26.814,0
28.3250,120.1750,0,,,,
28.3250,120.4250,0,,,,
28.3250,120.6750,0,,,,
28.3250,120.9250,0,,,,
28.3250,121.1750,0,,,,
28.3250,121.4250,15,1905.1204,287.231,47.868,0
28.3250,121.6750,0,,,,
28.3250,121.9250,9,1884.5787,150.613,26.950,0
28.3250,122.1750,12,1871.9558,135.169,0.000,1
28.3250,122.4250,12,1868.5409,149.336,31.679,0
28.0750,114.9250,112,1900.8909,301.503,36.492,0
28.0750,115.1750,197,1900.1466,293.366,48.567,0
28.0750,115.4250,134,1903.4405,294.415,37.185,0
28.0750,115.6750,182,1907.0639,291.584,38.922,0
28.0750,115.9250,167,1901.6262,296.156,36.702,0
28.0750,116.1750,148,1902.5738,301.958,35.643,0
28.0750,116.4250,153,1899.9027,306.373,37.621,0
28.0750,116.6750,168,1895.3796,300.563,42.651,0
28.0750,116.9250,147,1892.9034,301.439,45.351,0
28.0750,117.1750,71,1894.0597,307.362,33.531,0
28.0750,117.4250,9,1884.9270,298.060,37.053,0
28.0750,117.6750,18,1897.4520,300.786,50.610,0
28.0750,117.9250,10,1894.6480,293.675,59.535,0
28.0750,118.1750,0,,,,
28.0750,118.4250,13,1888.0994,274.561,59.236,0
28.0750,118.6750,0,,,,
28.0750,118.9250,0,,,,
28.0750,119.1750,0,,,,
28.0750,119.4250,0,,,,
28.0750,119.6750,0,,,,
28.0750,119.9250,0,,,,
28.0750,120.1750,0,,,,
28.0750,120.4250,0,,,,
28.0750,120.6750,1,1909.0037,273.173,0.000,1
28.0750,120.9250,0,,,,
28.0750,121.1750,0,,,,
28.0750,121.4250,6,1869.6098,205.500,43.758,0
28.0750,121.6750,27,1879.0714,187.389,48.602,0
28.0750,121.9250,26,1885.2807,156.553,23.290,0
28.0750,122.1750,12,1871.1515,138.752,11.883,1
28.0750,122.4250,8,1891.4751,170.164,31.437,0
27.8250,114.9250,145,1902.9019,299.217,37.127,0
27.8250,115.1750,190,1902.0962,289.385,50.042,0
27.8250,115.4250,107,1905.5721,289.174,27.018,0
27.8250,115.6750,31,1898.3763,303.700,27.367,0
27.8250,115.9250,107,1895.8924,306.545,27.689,0
27.8250,116.1750,156,1900.9324,300.054,44.751,0
27.8250,116.4250,132,1897.9584,306.199,33.087,0
27.8250,116.6750,164,1898.5416,303.474,38.745,0
27.8250,116.9250,41,1893.6902,307.500,26.134,0
27.8250,117.1750,1,1846.0470,302.211,0.000,1
27.8250,117.4250,0,,,,
27.8250,117.6750,0,,,,
27.8250,117.9250,2,1923.7773,312.678,39.504,0
27.8250,118.1750,0,,,,
27.8250,118.4250,5,1896.3349,322.383,30.976,0
27.8250,118.6750,12,1886.3181,281.678,48.839,0
27.8250,118.9250,0,,,,
27.8250,119.1750,0,,,,
27.8250,119.4250,0,,,,
27.8250,119.6750,0,,,,
27.8250,119.9250,8,1891.3593,305.550,28.816,0
27.8250,120.1750,0,,,,
27.8250,120.4250,6,1902.2702,309.670,31.728,0
27.8250,120.6750,4,1899.1274,282.670,10.401,1
27.8250,120.9250,0,,,,
27.8250,121.1750,4,1862.0437,201.917,39.478,0
27.8250,121.4250,28,1862.3834,195.634,47.157,0
27.8250,121.6750,33,1881.6164,168.713,42.162,0
27.8250,121.9250,19,1887.8777,150.430,29.317,0
27.8250,122.1750,17,1880.7576,141.521,11.451,1
27.8250,122.4250,21,1887.6541,149.548,16.472,0
27.5750,114.9250,165,1899.6981,292.925,48.595,0
27.5750,115.1750,129,1899.6106,287.915,42.966,0
27.5750,115.4250,105,1901.2457,291.546,41.843,0
27.5750,115.6750,94,1897.0239,302.363,40.403,0
27.5750,115.9250,54,1895.2439,305.572,30.747,0
27.5750,116.1750,102,1898.0319,308.321,32.956,0
27.5750,116.4250,30,1898.2302,312.750,28.225,0
27.5750,116.6750,87,1896.8097,304.171,34.201,0
27.5750,116.9250,15,1888.8244,310.584,24.100,0
27.5750,117.1750,18,1892.8865,316.123,23.928,0
27.5750,117.4250,10,1890.4894,313.587,25.784,0
27.5750,117.6750,0,,,,
27.5750,117.9250,40,1894.7021,301.531,42.149,0
27.5750,118.1750,24,1891.1540,292.849,40.922,0
27.5750,118.4250,0,,,,
27.5750,118.6750,20,1887.9025,292.975,37.919,0
27.5750,118.9250,0,,,,
27.5750,119.1750,0,,,,
27.5750,119.4250,0,,,,
27.5750,119.6750,0,,,,
27.5750,119.9250,0,,,,
27.5750,120.1750,0,,,,
27.5750,120.4250,23,1894.5822,280.782,60.292,0
27.5750,120.6750,1,1853.1433,177.178,0.000,1
27.5750,120.9250,5,1865.4883,193.374,37.598,0
27.5750,121.1750,12,1872.3281,169.753,26.646,0
27.5750,121.4250,43,1873.1950,165.658,22.492,0
27.5750,121.6750,32,1877.0402,159.012,25.213,0
27.5750,121.9250,14,1883.2602,155.881,32.459,0
27.5750,122.1750,18,1888.7064,155.778,29.152,0
27.5750,122.4250,18,1892.5680,158.777,18.523,0
27.3250,114.9250,153,1898.7771,283.822,53.165,0
27.3250,115.1750,71,1901.5579,286.241,38.670,0
27.3250,115.4250,164,1896.0985,299.417,44.480,0
27.3250,115.6750,145,1897.7019,306.400,27.917,0
27.3250,115.9250,49,1894.8471,312.268,26.941,0
27.3250,116.1750,10,1892.5287,317.583,26.290,0
27.3250,116.4250,29,1897.7180,308.734,26.801,0
27.3250,116.6750,118,1900.6047,301.538,37.638,0
27.3250,116.9250,89,1887.4056,309.440,32.459,0
27.3250,117.1750,8,1889.5855,325.056,22.883,0
27.3250,117.4250,26,1900.4704,304.561,30.822,0
27.3250,117.6750,7,1902.3018,295.183,25.267,0
27.3250,117.9250,67,1898.9128,300.196,34.757,0
27.3250,118.1750,82,1895.5744,297.779,36.735,0
27.3250,118.4250,2,1909.3833,290.687,13.497,1
27.3250,118.6750,0,,,,
27.3250,118.9250,3,1855.7513,293.519,73.182,0
27.3250,119.1750,26,1892.2952,295.906,59.114,0
27.3250,119.4250,0,,,,
27.3250,119.6750,0,,,,
27.3250,119.9250,0,,,,
27.3250,120.1750,1,1884.0365,331.178,0.000,1
27.3250,120.4250,2,1889.9353,222.179,77.988,0
27.3250,120.6750,8,1861.1272,194.675,37.612,0
27.3250,120.9250,27,1857.5183,196.876,40.675,0
27.3250,121.1750,37,1867.3696,184.523,19.104,0
27.3250,121.4250,38,1868.8439,176.039,14.676,1
27.3250,121.6750,21,1875.0034,175.741,31.313,0
27.3250,121.9250,25,1870.3630,200.806,49.009,0
27.3250,122.1750,15,1882.5713,187.966,33.924,0
27.3250,122.4250,4,1885.4241,180.667,18.502,0
27.0750,114.9250,131,1904.5850,295.088,43.605,0
27.0750,115.1750,49,1901.7436,294.550,42.009,0
27.0750,115.4250,136,1898.0624,308.245,28.023,0
27.0750,115.6750,59,1897.5994,309.883,27.540,0
27.0750,115.9250,2,1889.1690,303.198,27.981,0
27.0750,116.1750,10,1899.4534,307.687,30.889,0
27.0750,116.4250,67,1896.1933,308.109,31.972,0
27.0750,116.6750,100,1897.7233,300.893,36.538,0
27.0750,116.9250,21,1893.3348,321.372,27.157,0
27.0750,117.1750,18,1893.9708,302.904,35.368,0
27.0750,117.4250,8,1880.7542,301.180,26.781,0
27.0750,117.6750,16,1883.7774,291.058,21.659,0
27.0750,117.9250,6,1891.1851,295.187,46.869,0
27.0750,118.1750,25,1886.7820,299.784,41.518,0
27.0750,118.4250,24,1902.3484,289.181,35.707,0
27.0750,118.6750,7,1883.6650,304.185,48.953,0
27.0750,118.9250,6,1868.7763,302.011,57.352,0
27.0750,119.1750,3,1886.0686,294.505,26.047,0
27.0750,119.4250,0,,,,
27.0750,119.6750,0,,,,
27.0750,119.9250,0,,,,
27.0750,120.1750,0,,,,
27.0750,120.4250,7,1867.0719,168.316,48.669,0
27.0750,120.6750,19,1876.4221,196.964,46.907,0
27.0750,120.9250,21,1859.0538,180.843,31.722,0
27.0750,121.1750,29,1867.9463,173.517,25.311,0
27.0750,121.4250,33,1869.8610,175.958,29.299,0
27.0750,121.6750,29,1873.7609,166.172,28.488,0
27.0750,121.9250,11,1868.5706,188.531,58.378,0
27.0750,122.1750,1,1834.7618,263.165,0.000,1
27.0750,122.4250,2,1878.6383,124.173,0.000,1
